stars,catalogs,repetitions
Kepler-1686,J/A+A/664/A78/tablec2,355
Kepler-1686,J/A+A/664/A78/tablec3,356
Kepler-1686,J/AJ/154/107/stars,922
Kepler-1686,J/AJ/163/179/table1,1158
Kepler-1687,VI/137/gum_mw,3777
Kepler-1687,J/A+A/594/A39/tablea3,1350
Kepler-1687,J/AJ/163/179/table1,1158
Kepler-1688,VI/137/gum_mw,3777
Kepler-1688,J/ApJS/237/38/abund,807
Kepler-1688,J/A+A/594/A39/tablea3,1350
Kepler-1688,J/AJ/154/107/stars,922
Kepler-1688,J/AJ/163/179/table1,1158
Kepler-1689,VI/137/gum_mw,3777
Kepler-1689,J/ApJ/807/82/table1,99
Kepler-1689,J/ApJS/237/38/abund,807
Kepler-1689,J/A+A/636/A85/tablec1,136
Kepler-1689,J/AJ/154/107/stars,922
Kepler-1689,J/AJ/163/179/table1,1158
Kepler-1690,V/156/dr7smrs,532
Kepler-1690,VI/137/gum_mw,3777
Kepler-1690,J/A+A/594/A39/tablea3,1350
Kepler-1690,J/A+A/664/A78/table2,323
Kepler-1690,J/A+A/664/A78/tablec2,355
Kepler-1690,J/A+A/664/A78/tablec3,356
Kepler-1691,VI/137/gum_mw,3777
Kepler-1691,J/A+A/594/A39/tablea3,1350
Kepler-1691,J/A+A/662/A66/table5,240
Kepler-1692,VI/137/gum_mw,3777
Kepler-1692,J/A+A/594/A39/tablea3,1350
Kepler-1693,VI/137/gum_mw,3777
Kepler-1693,J/A+A/594/A39/tablea3,1350
Kepler-1694,VI/137/gum_mw,3777
Kepler-1694,J/A+A/594/A39/tablea3,1350
Kepler-1695,VI/137/gum_mw,3777
Kepler-1695,J/A+A/594/A39/tablea3,1350
Kepler-1696,VI/137/gum_mw,3777
Kepler-1697,V/156/dr7smrs,532
Kepler-1697,VI/137/gum_mw,3777
Kepler-1697,J/A+A/594/A39/tablea3,1350
Kepler-1697,J/AJ/163/179/table1,1158
Kepler-1698,VI/137/gum_mw,3777
Kepler-1698,J/ApJS/237/38/abund,807
Kepler-1698,J/A+A/594/A39/tablea3,1350
Kepler-1698,J/AJ/154/107/stars,922
Kepler-1698,J/AJ/163/179/table1,1158
Kepler-1699,VI/137/gum_mw,3777
Kepler-1699,J/A+A/594/A39/tablea3,1350
Kepler-1700,VI/137/gum_mw,3777
Kepler-1700,J/ApJS/237/38/abund,807
Kepler-1700,J/AJ/154/107/stars,922
Kepler-1700,J/AJ/163/179/table1,1158
Kepler-1701,V/156/dr7smrs,532
Kepler-1701,VI/137/gum_mw,3777
Kepler-1701,J/A+A/664/A78/table2,323
Kepler-1701,J/A+A/664/A78/tablec2,355
Kepler-1701,J/A+A/664/A78/tablec3,356
Kepler-1701,J/AJ/154/107/stars,922
Kepler-1701,J/AJ/163/179/table1,1158
Kepler-1702,VI/137/gum_mw,3777
Kepler-1702,J/A+A/594/A39/tablea3,1350
Kepler-1702,J/A+A/664/A78/table2,323
Kepler-1702,J/A+A/664/A78/tablec2,355
Kepler-1702,J/A+A/664/A78/tablec3,356
2M1510A,VI/137/gum_mw,3777
DE0630-18,VI/137/gum_mw,3777
GJ 486,III/244/catalog,429
GJ 486,VI/137/gum_mw,3777
GJ 486,J/ApJ/704/975/table3,30
GJ 486,J/ApJ/822/97/table5,17
GJ 486,J/ApJ/837/96/table7,15
GJ 486,J/A+A/612/A49/tableb1,56
GJ 486,J/A+A/614/A76/tablea2,47
GJ 486,J/A+A/614/A76/tablea3,75
GJ 486,J/A+A/623/A44/tablea1,58
GJ 486,J/A+A/627/A161/tableb1,52
GJ 486,J/A+A/629/A80/tableb12,45
GJ 486,J/A+A/629/A80/table6,23
GJ 486,J/A+A/652/A28/tablea1,35
GJ 486,J/A+A/656/A162/table1,71
GJ 486,J/A+A/662/A41/tableb1,63
GJ 486,J/AJ/143/93/table3,54
GJ 486,J/MNRAS/431/2063/Mstars,35
GJ 720A,III/244/catalog,429
GJ 720A,III/244/mean,400
GJ 720A,VI/137/gum_mw,3777
GJ 720A,J/ApJ/704/975/table3,30
GJ 720A,J/ApJ/822/97/table5,17
GJ 720A,J/ApJ/837/96/table7,15
GJ 720A,J/A+A/514/A97/tablea1,5
GJ 720A,J/A+A/537/A147/table4,89
GJ 720A,J/A+A/612/A49/tableb1,56
GJ 720A,J/A+A/614/A76/tablea3,75
GJ 720A,J/A+A/623/A44/tablea1,58
GJ 720A,J/A+A/627/A161/tableb1,52
GJ 720A,J/A+A/654/A118/tablea1,31
GJ 720A,J/A+A/656/A162/table1,71
GJ 720A,J/A+A/662/A41/tableb1,63
GJ 720A,J/AJ/143/93/table3,54
GJ 740,III/244/catalog,429
GJ 740,III/244/mean,400
GJ 740,VI/137/gum_mw,3777
GJ 740,J/ApJ/822/40/table1,10
GJ 740,J/A+A/537/A147/table4,89
GJ 740,J/A+A/612/A49/tableb1,56
GJ 740,J/A+A/614/A76/tablea2,47
GJ 740,J/A+A/614/A76/tablea3,75
GJ 740,J/A+A/623/A44/tablea1,58
GJ 740,J/A+A/627/A161/tableb1,52
GJ 740,J/A+A/629/A80/tableb12,45
GJ 740,J/A+A/629/A80/table6,23
GJ 740,J/A+A/652/A28/tablea1,35
GJ 740,J/A+A/654/A118/tablea1,31
GJ 740,J/A+A/656/A162/table1,71
GJ 740,J/A+A/662/A41/tableb1,63
GJ 740,J/AJ/143/93/table3,54
HAT-P-69,VI/137/gum_mw,3777
HAT-P-69,J/A+A/662/A66/table5,240
HAT-P-70,VI/137/gum_mw,3777
HAT-P-70,J/A+A/662/A66/table5,240
HD 110113,VI/137/gum_mw,3777
HD 110113,J/MNRAS/478/4513/catalog,41
HD 112640,VI/137/gum_mw,3777
HD 5278,III/244/catalog,429
HD 5278,III/244/mean,400
HD 5278,VI/137/gum_mw,3777
HD 60292,VI/137/gum_mw,3777
HIP 114933,VI/137/gum_mw,3777
HIP 114933,J/A+A/536/A71/table1,22
HIP 114933,J/A+A/647/A157/tableb4,22
HIP 56640,VI/137/gum_mw,3777
HIP 56640,J/A+A/536/A71/table1,22
HIP 56640,J/A+A/647/A157/tableb4,22
HIP 56640,J/MNRAS/478/4513/catalog,41
HIP 75092,VI/137/gum_mw,3777
HIP 75092,J/A+A/536/A71/table1,22
HIP 75092,J/A+A/647/A157/tableb4,22
HIP 90988,VI/137/gum_mw,3777
HIP 90988,J/A+A/536/A71/table1,22
HIP 90988,J/A+A/647/A157/tableb4,22
K2-288 B,V/156/dr7smrs,532
K2-288 B,VI/137/gum_mw,3777
LHS 1478,VI/137/gum_mw,3777
LHS 1478,J/A+A/662/A41/tableb1,63
NGTS-13,VI/137/gum_mw,3777
NGTS-13,J/MNRAS/478/4513/catalog,41
NGTS-14A,VI/137/gum_mw,3777
NGTS-15,VI/137/gum_mw,3777
NGTS-16,VI/137/gum_mw,3777
NGTS-17,VI/137/gum_mw,3777
NGTS-18,VI/137/gum_mw,3777
RIK 72,VI/137/gum_mw,3777
TOI-1098,VI/137/gum_mw,3777
TOI-1259A,VI/137/gum_mw,3777
TOI-1333,VI/137/gum_mw,3777
TOI-1333,J/A+A/662/A66/table5,240
TOI-1478,VI/137/gum_mw,3777
TOI-1601,VI/137/gum_mw,3777
TOI-1634,VI/137/gum_mw,3777
TOI-1685,VI/137/gum_mw,3777
TOI-1685,J/A+A/656/A162/table1,71
TOI-1685,J/A+A/662/A41/tableb1,63
TOI-1685,J/A+A/662/A66/table5,240
TOI-178,VI/137/gum_mw,3777
TOI-201,VI/137/gum_mw,3777
TOI-251,VI/137/gum_mw,3777
TOI-451,VI/137/gum_mw,3777
TOI-558,VI/137/gum_mw,3777
TOI-559,VI/137/gum_mw,3777
TOI-628,VI/137/gum_mw,3777
TOI-640,VI/137/gum_mw,3777
TOI-942,VI/137/gum_mw,3777
DENIS-P J082303.1-491201,VI/137/gum_mw,3777
HD 183579,III/244/catalog,429
HD 183579,III/244/mean,400
HD 183579,VI/137/gum_mw,3777
HD 183579,J/A+A/592/A156/table3,7
HD 183579,J/A+A/615/A76/tablea3,138
HD 183579,J/A+A/654/A168/tablee2,181
HD 190007,III/244/catalog,429
HD 190007,III/244/mean,400
HD 190007,VI/137/gum_mw,3777
HD 190007,J/ApJ/898/119/table5,44
HD 190007,J/A+A/489/923/abund,11
HD 190007,J/A+A/504/829/cbssb,2
HD 190007,J/A+A/537/A147/table4,89
HD 190007,J/A+A/547/A106/table3,11
HD 190007,J/AJ/133/2524/table1,18
HD 190007,J/AJ/143/135/table2,38
HD 190007,J/AJ/153/21/table5,124
HD 216520,VI/137/gum_mw,3777
HD 216520,J/A+A/489/923/abund,11
HD 216520,J/A+A/547/A106/table3,11
HD 216520,J/AJ/153/21/table5,124
HD 216520,J/AJ/159/90/table3,14
HD 4760,VI/137/gum_mw,3777
HD 4760,J/A+A/648/A58/table1,3
HD 96992,VI/137/gum_mw,3777
HD 96992,J/A+A/648/A58/table1,3
TOI-519,VI/137/gum_mw,3777
TOI-837,VI/137/gum_mw,3777
TYC 0434-04538-1,VI/137/gum_mw,3777
TYC 0434-04538-1,J/A+A/648/A58/table1,3
V830 Tau,III/244/catalog,429
V830 Tau,III/244/mean,400
V830 Tau,V/73A/catalog,5
V830 Tau,V/156/dr7smrs,532
V830 Tau,VI/137/gum_mw,3777
V830 Tau,J/ApJ/745/119/table2,4
V830 Tau,J/ApJ/911/138/table1,3
2M 1252+2735,V/156/dr7smrs,532
2M 1252+2735,VI/137/gum_mw,3777
2M 1258+2630,VI/137/gum_mw,3777
BD+45 564,III/244/catalog,429
BD+45 564,III/244/mean,400
BD+45 564,VI/137/gum_mw,3777
BD+45 564,J/A+A/651/A11/tablea2,10
BD+55 362,VI/137/gum_mw,3777
BD+55 362,J/A+A/651/A11/tablea2,10
BD+63 1405,VI/137/gum_mw,3777
BD+63 1405,J/A+A/651/A11/tablea2,10
BD-00 4475,III/244/catalog,429
BD-00 4475,VI/137/gum_mw,3777
BD-00 4475,J/A+A/651/A11/tablea2,10
G 264-012,VI/137/gum_mw,3777
G 264-012,J/A+A/612/A49/tableb1,56
G 264-012,J/A+A/614/A76/tablea2,47
G 264-012,J/A+A/614/A76/tablea3,75
G 264-012,J/A+A/623/A44/tablea1,58
G 264-012,J/A+A/627/A161/tableb1,52
G 264-012,J/A+A/656/A162/table1,71
G 264-012,J/A+A/662/A41/tableb1,63
GJ 367,VI/137/gum_mw,3777
GJ 367,J/AJ/143/93/table3,54
GJ 367,J/MNRAS/431/2063/Mstars,35
GJ 3929,VI/137/gum_mw,3777
GJ 3929,J/A+A/614/A76/tablea2,47
GJ 3929,J/A+A/614/A76/tablea3,75
GJ 3929,J/A+A/656/A162/table1,71
GJ 3929,J/A+A/662/A41/tableb1,63
GJ 393,III/244/catalog,429
GJ 393,III/244/mean,400
GJ 393,VI/137/gum_mw,3777
GJ 393,J/ApJ/704/975/table3,30
GJ 393,J/ApJ/822/40/table1,10
GJ 393,J/ApJ/879/105/table1,34
GJ 393,J/A+A/508/833/tables,5
GJ 393,J/A+A/537/A147/table4,89
GJ 393,J/A+A/612/A49/tableb1,56
GJ 393,J/A+A/614/A76/tablea2,47
GJ 393,J/A+A/614/A76/tablea3,75
GJ 393,J/A+A/623/A44/tablea1,58
GJ 393,J/A+A/627/A161/tableb1,52
GJ 393,J/A+A/629/A80/tableb12,45
GJ 393,J/A+A/629/A80/table6,23
GJ 393,J/A+A/636/A85/tablec1,136
GJ 393,J/A+A/645/A30/rotvel,4
GJ 393,J/A+A/650/A39/tablea3,5
GJ 393,J/A+A/652/A28/tablea1,35
GJ 393,J/A+A/654/A118/tablea1,31
GJ 393,J/A+A/656/A162/table1,71
GJ 393,J/A+A/662/A41/tableb1,63
GJ 393,J/AJ/143/93/table3,54
GJ 393,J/MNRAS/431/2063/Mstars,35
GJ 9689,VI/137/gum_mw,3777
GJ 9689,J/A+A/614/A76/tablea3,75
Gaia EDR3 2077240046296834304,VI/137/gum_mw,3777
Gaia EDR3 2077240046296834304,J/A+A/594/A39/tablea3,1350
Gaia14aae,VI/137/gum_mw,3777
HATS-74A,VI/137/gum_mw,3777
HATS-75,VI/137/gum_mw,3777
HATS-76,VI/137/gum_mw,3777
HATS-77,VI/137/gum_mw,3777
HATS-77,J/MNRAS/478/4513/catalog,41
HD 103891,III/244/catalog,429
HD 103891,III/244/mean,400
HD 103891,VI/137/gum_mw,3777
HD 103891,J/A+A/576/A69/stars,146
HD 103891,J/A+A/634/A136/table3,138
HD 103891,J/A+A/639/A35/tablec1,16
HD 103891,J/A+A/654/A137/table1,269
HD 105779,VI/137/gum_mw,3777
HD 105779,J/A+A/634/A136/table3,138
HD 105779,J/A+A/654/A137/table1,269
HD 109286,III/244/catalog,429
HD 109286,III/244/mean,400
HD 109286,VI/137/gum_mw,3777
HD 10975,III/244/catalog,429
HD 10975,III/244/mean,400
HD 10975,VI/137/gum_mw,3777
HD 10975,J/A+A/574/A50/stars,88
HD 115954,III/244/catalog,429
HD 115954,III/244/mean,400
HD 115954,VI/137/gum_mw,3777
HD 124330,III/244/catalog,429
HD 124330,III/244/mean,400
HD 124330,VI/137/gum_mw,3777
HD 124330,J/A+A/651/A11/tablea2,10
HD 136925,III/244/catalog,429
HD 136925,III/244/mean,400
HD 136925,VI/137/gum_mw,3777
HD 136925,J/ApJS/159/141/stars,172
HD 136925,J/A+A/654/A137/table1,269
HD 137496,VI/137/gum_mw,3777
HD 152843,VI/137/gum_mw,3777
HD 155193,III/244/catalog,429
HD 155193,III/244/mean,400
HD 155193,VI/137/gum_mw,3777
HD 155193,J/A+A/651/A11/tablea2,10
HD 161178,III/244/catalog,429
HD 161178,III/244/mean,400
HD 161178,VI/137/gum_mw,3777
HD 161178,J/A+A/574/A50/stars,88
HD 184601,III/244/catalog,429
HD 184601,III/244/mean,400
HD 184601,VI/137/gum_mw,3777
HD 184601,J/A+A/651/A11/tablea2,10
HD 205521,III/244/catalog,429
HD 205521,III/244/mean,400
HD 205521,VI/137/gum_mw,3777
HD 205521,J/A+A/651/A11/tablea2,10
HD 207897,III/244/catalog,429
HD 207897,III/244/mean,400
HD 207897,VI/137/gum_mw,3777
HD 211403,VI/137/gum_mw,3777
HD 213472,VI/137/gum_mw,3777
HD 219139,VI/137/gum_mw,3777
HD 219139,J/A+A/561/A126/table1,29
HD 22496,VI/137/gum_mw,3777
HD 22496,J/ApJ/822/97/table2,9
HD 22496,J/A+A/629/A80/tableb12,45
HD 22496,J/A+A/629/A80/table6,23
HD 22496,J/AJ/143/135/table2,38
HD 22532,VI/137/gum_mw,3777
HD 26161,III/244/catalog,429
HD 26161,III/244/mean,400
HD 26161,V/156/dr7smrs,532
HD 26161,VI/137/gum_mw,3777
HD 27969,III/244/catalog,429
HD 27969,III/244/mean,400
HD 27969,VI/137/gum_mw,3777
HD 27969,J/A+A/662/A66/table5,240
HD 29399,VI/137/gum_mw,3777
HD 29399,J/A+A/561/A126/table1,29
HD 29399,J/A+A/629/A80/tableb12,45
HD 331093,VI/137/gum_mw,3777
HD 331093,J/A+A/651/A11/tablea2,10
HD 360,III/244/catalog,429
HD 360,III/244/mean,400
HD 360,VI/137/gum_mw,3777
HD 360,J/ApJ/573/359/table1,1
HD 360,J/A+A/536/A71/table1,22
HD 360,J/A+A/647/A157/tableb4,22
HD 360,J/other/A+ARV/20.51/table4,1
HD 5433,VI/137/gum_mw,3777
HD 5433,J/A+A/651/A11/tablea2,10
HD 63935,III/244/catalog,429
HD 63935,III/244/mean,400
HD 63935,VI/137/gum_mw,3777
HD 64121,VI/137/gum_mw,3777
HD 69123,VI/137/gum_mw,3777
HD 69123,J/A+A/561/A126/table1,29
HD 73583,VI/137/gum_mw,3777
HD 73583,J/A+A/576/A69/stars,146
HD 73583,J/MNRAS/478/4513/catalog,41
HD 79181,VI/137/gum_mw,3777
HD 79181,J/A+A/561/A126/table1,29
HD 80869,III/244/catalog,429
HD 80869,III/244/mean,400
HD 80869,V/156/dr7smrs,532
HD 80869,VI/137/gum_mw,3777
HD 80869,J/A+A/662/A66/table5,240
HD 91669,VI/137/gum_mw,3777
HD 95544,III/244/catalog,429
HD 95544,III/244/mean,400
HD 95544,VI/137/gum_mw,3777
HD 99283,III/244/catalog,429
HD 99283,III/244/mean,400
HD 99283,V/156/dr7smrs,532
HD 99283,VI/137/gum_mw,3777
HD 99283,J/A+A/475/1003/table4,21
HIP 3206,III/244/catalog,429
HIP 3206,III/244/mean,400
HIP 3206,VI/137/gum_mw,3777
HIP 3206,J/ApJ/879/105/table1,34
HIP 3206,J/ApJ/898/119/table5,44
HIP 3206,J/ApJS/159/141/stars,172
HIP 3206,J/A+A/520/A79/tablea1,35
HIP 3206,J/A+A/537/A147/table4,89
HIP 3206,J/A+A/654/A137/table1,269
HIP 3206,J/A+AS/142/275/tablea2,27
HIP 3206,J/AJ/133/2524/table1,18
HIP 3206,J/AJ/153/21/table5,124
HIP 3206,J/MNRAS/444/3517/stars,22
HIP 34222,VI/137/gum_mw,3777
HIP 5763,III/244/catalog,429
HIP 5763,III/244/mean,400
HIP 5763,VI/137/gum_mw,3777
HIP 77257,III/244/catalog,429
HIP 77257,III/244/mean,400
HIP 77257,III/244/standard,23
HIP 77257,V/53A/catalog,42
HIP 77257,VI/137/gum_mw,3777
HIP 77257,J/ApJS/159/141/stars,172
HIP 77257,J/A+A/398/647/tablea1,13
HIP 77257,J/A+A/493/1099/table2,31
HIP 77257,J/A+A/520/A79/tablea1,35
HIP 77257,J/A+A/537/A147/table4,89
HIP 77257,J/A+A/542/A116/table2,13
HIP 77257,J/A+A/629/A80/tableb12,45
HIP 77257,J/A+A/654/A137/table1,269
HIP 77257,J/AJ/143/135/table2,38
HIP 77257,J/AJ/153/21/table5,124
HIP 77257,J/AJ/163/183/table2,16
HIP 77257,J/MNRAS/403/1368/table3,10
HIP 77257,J/PASJ/57/13/table1,36
HIP 89474,III/244/catalog,429
HIP 89474,III/244/mean,400
HIP 89474,VI/137/gum_mw,3777
HIP 89474,J/ApJS/159/141/stars,172
HIP 89474,J/A+A/515/A93/table1,12
HIP 89474,J/A+A/654/A137/table1,269
HIP 89474,J/AJ/153/21/table5,124
HIP 89474,J/AJ/159/90/table3,14
HIP 89474,J/PASJ/57/13/table1,36
HIP 97166,VI/137/gum_mw,3777
KOI-4777,V/156/dr7smrs,532
KOI-4777,VI/137/gum_mw,3777
KOI-4777,J/A+A/594/A39/tablea3,1350
KOI-4777,J/A+A/664/A78/table2,323
KOI-4777,J/A+A/664/A78/tablec2,355
KOI-4777,J/A+A/664/A78/tablec3,356
KOI-984,VI/137/gum_mw,3777
KOI-984,J/ApJS/237/38/abund,807
KOI-984,J/A+A/594/A39/tablea3,1350
KOI-984,J/other/Nat/486.375/tables,142
Kepler-1705,VI/137/gum_mw,3777
Kepler-1708,VI/137/gum_mw,3777
Kepler-1708,J/ApJS/237/38/abund,807
Kepler-1708,J/A+A/594/A39/tablea3,1350
Kepler-1708,J/AJ/154/107/stars,922
Kepler-1708,J/AJ/163/179/table1,1158
LHS 1678,VI/137/gum_mw,3777
Sand 178,VI/137/gum_mw,3777
TOI-1062,VI/137/gum_mw,3777
TOI-1064,VI/137/gum_mw,3777
TOI-1075,VI/137/gum_mw,3777
TOI-1075,J/MNRAS/478/4513/catalog,41
TOI-1201,VI/137/gum_mw,3777
TOI-1201,J/A+A/656/A162/table1,71
TOI-1227,III/244/catalog,429
TOI-1227,III/244/mean,400
TOI-1227,VI/137/gum_mw,3777
TOI-1231,VI/137/gum_mw,3777
TOI-1238,V/156/dr7smrs,532
TOI-1238,VI/137/gum_mw,3777
TOI-1238,J/A+A/656/A162/table1,71
TOI-1238,J/A+A/662/A41/tableb1,63
TOI-1260,VI/137/gum_mw,3777
TOI-1268,VI/137/gum_mw,3777
TOI-1278,VI/137/gum_mw,3777
TOI-1296,VI/137/gum_mw,3777
TOI-1298,VI/137/gum_mw,3777
TOI-1411,V/156/dr7smrs,532
TOI-1411,VI/137/gum_mw,3777
TOI-1431/MASCARA-5,VI/137/gum_mw,3777
TOI-1442,VI/137/gum_mw,3777
TOI-1444,VI/137/gum_mw,3777
TOI-1518,VI/137/gum_mw,3777
TOI-1670,VI/137/gum_mw,3777
TOI-1670,J/A+A/656/A162/table1,71
TOI-1693,V/156/dr7smrs,532
TOI-1693,VI/137/gum_mw,3777
TOI-1696,V/156/dr7smrs,532
TOI-1696,VI/137/gum_mw,3777
TOI-1696,J/A+A/662/A66/table5,240
TOI-1759,VI/137/gum_mw,3777
TOI-1759,J/A+A/656/A162/table1,71
TOI-1759,J/A+A/662/A41/tableb1,63
TOI-1789,V/156/dr7smrs,532
TOI-1789,VI/137/gum_mw,3777
TOI-1807,VI/137/gum_mw,3777
TOI-1842,VI/137/gum_mw,3777
TOI-1860,III/244/catalog,429
TOI-1860,III/244/mean,400
TOI-1860,VI/137/gum_mw,3777
TOI-1860,J/ApJ/555/932/table5,1
TOI-1860,J/ApJS/159/141/stars,172
TOI-1860,J/A+A/504/829/cbssb,2
TOI-1860,J/A+A/537/A147/table4,89
TOI-1860,J/AJ/133/2524/table1,18
TOI-203,VI/137/gum_mw,3777
TOI-206,VI/137/gum_mw,3777
TOI-2076,VI/137/gum_mw,3777
TOI-2136,VI/137/gum_mw,3777
TOI-2136,J/A+A/662/A66/table5,240
TOI-2180,VI/137/gum_mw,3777
TOI-2184,VI/137/gum_mw,3777
TOI-2184,J/MNRAS/473/2004/catalog,8
TOI-220,VI/137/gum_mw,3777
TOI-2202,VI/137/gum_mw,3777
TOI-2257,VI/137/gum_mw,3777
TOI-2260,VI/137/gum_mw,3777
TOI-2285,VI/137/gum_mw,3777
TOI-2337,VI/137/gum_mw,3777
TOI-2406,VI/137/gum_mw,3777
TOI-2411,VI/137/gum_mw,3777
TOI-2427,VI/137/gum_mw,3777
TOI-2445,VI/137/gum_mw,3777
TOI-2669,VI/137/gum_mw,3777
TOI-269,VI/137/gum_mw,3777
TOI-3362,VI/137/gum_mw,3777
TOI-3362,J/MNRAS/465/1807/carinaob,5
TOI-3629,VI/137/gum_mw,3777
TOI-3714,VI/137/gum_mw,3777
TOI-4138,VI/137/gum_mw,3777
TOI-431,VI/137/gum_mw,3777
TOI-431,J/A+A/576/A69/stars,146
TOI-4329,VI/137/gum_mw,3777
TOI-500,VI/137/gum_mw,3777
TOI-530,VI/137/gum_mw,3777
TOI-530,J/A+A/662/A66/table5,240
TOI-532,VI/137/gum_mw,3777
TOI-544,VI/137/gum_mw,3777
TOI-544,J/A+A/662/A66/table5,240
TOI-674,VI/137/gum_mw,3777
TOI-712,VI/137/gum_mw,3777
TOI-712,J/MNRAS/473/2004/catalog,8
TOI-833,VI/137/gum_mw,3777
TOI-833,J/ApJ/788/81/table2,1
TOI-833,J/ApJ/788/81/members,1
TOI-833,J/A+A/460/695/stars,21
gam Psc,III/244/catalog,429
gam Psc,III/244/mean,400
gam Psc,III/244/standard,23
gam Psc,V/53A/catalog,42
gam Psc,VI/137/gum_mw,3777
gam Psc,J/A+A/363/239/table2,17
gam Psc,J/A+A/475/1003/table4,21
ups Leo,III/244/catalog,429
ups Leo,V/53A/catalog,42
ups Leo,VI/137/gum_mw,3777
ups Leo,J/A+A/475/1003/table4,21
ups Leo,J/A+A/561/A126/table1,29
MASCARA-2,VI/137/gum_mw,3777
MASCARA-2,J/A+A/647/A49/table3,11
EPIC 201427007,VI/137/gum_mw,3777
EPIC 201595106,VI/137/gum_mw,3777
EPIC 212624936,VI/137/gum_mw,3777
EPIC 220492298,V/156/dr7smrs,532
EPIC 220492298,VI/137/gum_mw,3777
EPIC 228836835,VI/137/gum_mw,3777
HD 3765,III/244/catalog,429
HD 3765,III/244/mean,400
HD 3765,VI/137/gum_mw,3777
HD 3765,J/ApJ/879/105/table1,34
HD 3765,J/ApJ/898/119/table5,44
HD 3765,J/ApJS/159/141/stars,172
HD 3765,J/A+A/520/A79/tablea1,35
HD 3765,J/A+A/537/A147/table4,89
HD 3765,J/A+A/654/A137/table1,269
HD 3765,J/A+AS/142/275/tablea2,27
HD 3765,J/AJ/133/2524/table1,18
HD 3765,J/AJ/153/21/table5,124
HD 3765,J/MNRAS/444/3517/stars,22
K2-330,VI/137/gum_mw,3777
K2-331,V/156/dr7smrs,532
K2-331,VI/137/gum_mw,3777
K2-332,VI/137/gum_mw,3777
K2-333,V/156/dr7smrs,532
K2-333,VI/137/gum_mw,3777
K2-334,VI/137/gum_mw,3777
K2-335,VI/137/gum_mw,3777
K2-336,V/156/dr7smrs,532
K2-336,VI/137/gum_mw,3777
K2-337,V/156/dr7smrs,532
K2-337,VI/137/gum_mw,3777
K2-338,V/156/dr7smrs,532
K2-338,VI/137/gum_mw,3777
K2-339,V/156/dr7smrs,532
K2-339,VI/137/gum_mw,3777
K2-340,VI/137/gum_mw,3777
K2-341,VI/137/gum_mw,3777
K2-342,V/156/dr7smrs,532
K2-342,VI/137/gum_mw,3777
K2-343,VI/137/gum_mw,3777
K2-344,V/156/dr7smrs,532
K2-344,VI/137/gum_mw,3777
K2-345,VI/137/gum_mw,3777
K2-346,VI/137/gum_mw,3777
K2-347,VI/137/gum_mw,3777
K2-348,VI/137/gum_mw,3777
K2-349,VI/137/gum_mw,3777
K2-350,VI/137/gum_mw,3777
K2-351,VI/137/gum_mw,3777
K2-352,V/156/dr7smrs,532
K2-352,VI/137/gum_mw,3777
K2-353,VI/137/gum_mw,3777
K2-353,J/ApJS/239/5/table1,17
K2-354,VI/137/gum_mw,3777
K2-355,VI/137/gum_mw,3777
K2-355,J/A+A/624/A19/catalog,10
K2-356,V/156/dr7smrs,532
K2-356,VI/137/gum_mw,3777
K2-357,VI/137/gum_mw,3777
K2-358,V/156/dr7smrs,532
K2-358,VI/137/gum_mw,3777
KOI-3503,VI/137/gum_mw,3777
KOI-3503,J/ApJS/237/38/abund,807
KOI-3503,J/A+A/594/A39/tablea3,1350
KOI-3503,J/AJ/154/107/stars,922
KOI-3503,J/AJ/163/179/table1,1158
Kepler-1704,VI/137/gum_mw,3777
Kepler-1704,J/ApJS/237/38/abund,807
Kepler-1704,J/A+A/594/A39/tablea3,1350
Kepler-1704,J/AJ/154/107/stars,922
Kepler-1704,J/AJ/163/179/table1,1158
Kepler-1704,J/other/Nat/486.375/tables,142
Kepler-1709,VI/137/gum_mw,3777
Kepler-1709,J/ApJS/237/38/abund,807
Kepler-1709,J/A+A/594/A39/tablea3,1350
Kepler-1709,J/A+A/662/A66/table5,240
Kepler-1709,J/AJ/154/107/stars,922
Kepler-1709,J/AJ/163/179/table1,1158
Kepler-1710,VI/137/gum_mw,3777
Kepler-1710,J/ApJS/237/38/abund,807
Kepler-1710,J/A+A/636/A85/tablec1,136
Kepler-1710,J/AJ/154/107/stars,922
Kepler-1710,J/AJ/163/179/table1,1158
Kepler-1710,J/other/Nat/486.375/tables,142
Kepler-1711,VI/137/gum_mw,3777
Kepler-1711,J/ApJS/237/38/abund,807
Kepler-1711,J/AJ/154/107/stars,922
Kepler-1711,J/AJ/163/179/table1,1158
Kepler-1711,J/other/Nat/486.375/tables,142
Kepler-1712,VI/137/gum_mw,3777
Kepler-1712,J/AJ/163/179/table1,1158
Kepler-1713,V/156/dr7smrs,532
Kepler-1713,VI/137/gum_mw,3777
Kepler-1713,J/ApJ/767/127/hosts,65
Kepler-1713,J/ApJS/237/38/abund,807
Kepler-1713,J/A+A/594/A39/tablea3,1350
Kepler-1713,J/A+A/664/A78/table2,323
Kepler-1713,J/A+A/664/A78/tablec2,355
Kepler-1713,J/A+A/664/A78/tablec3,356
Kepler-1713,J/AJ/154/107/stars,922
Kepler-1713,J/AJ/161/68/table2,6
Kepler-1713,J/AJ/163/179/table1,1158
Kepler-1713,J/other/Nat/486.375/tables,142
Kepler-1714,VI/137/gum_mw,3777
