stars,catalogs,repetitions
Kepler-1145,VI/137/gum_mw,3777
Kepler-1145,J/A+A/594/A39/tablea3,1350
Kepler-1145,J/A+A/662/A66/table5,240
Kepler-1146,VI/137/gum_mw,3777
Kepler-1146,J/ApJ/807/82/table1,99
Kepler-1146,J/AJ/163/179/table1,1158
Kepler-1147,VI/137/gum_mw,3777
Kepler-1148,VI/137/gum_mw,3777
Kepler-1148,J/A+A/594/A39/tablea3,1350
Kepler-1148,J/A+A/662/A66/table5,240
Kepler-1148,J/AJ/163/179/table1,1158
Kepler-1149,VI/137/gum_mw,3777
Kepler-1149,J/A+A/594/A39/tablea3,1350
Kepler-115,VI/137/gum_mw,3777
Kepler-115,J/ApJ/919/138/table1,542
Kepler-115,J/ApJS/237/38/abund,807
Kepler-115,J/A+A/594/A39/tablea3,1350
Kepler-115,J/AJ/154/107/stars,922
Kepler-115,J/AJ/161/68/table1,154
Kepler-115,J/AJ/163/179/table1,1158
Kepler-1150,VI/137/gum_mw,3777
Kepler-1150,J/A+A/594/A39/tablea3,1350
Kepler-1150,J/AJ/163/179/table1,1158
Kepler-1151,VI/137/gum_mw,3777
Kepler-1151,J/A+A/594/A39/tablea3,1350
Kepler-1152,VI/137/gum_mw,3777
Kepler-1152,J/A+A/594/A39/tablea3,1350
Kepler-1152,J/AJ/163/179/table1,1158
Kepler-1153,VI/137/gum_mw,3777
Kepler-1154,VI/137/gum_mw,3777
Kepler-1154,J/A+A/594/A39/tablea3,1350
Kepler-1155,VI/137/gum_mw,3777
Kepler-1155,J/A+A/594/A39/tablea3,1350
Kepler-1155,J/A+A/662/A66/table5,240
Kepler-1156,VI/137/gum_mw,3777
Kepler-1156,J/ApJ/919/138/table1,542
Kepler-1156,J/ApJS/237/38/abund,807
Kepler-1156,J/A+A/594/A39/tablea3,1350
Kepler-1156,J/AJ/154/107/stars,922
Kepler-1156,J/AJ/163/179/table1,1158
Kepler-1157,VI/137/gum_mw,3777
Kepler-1157,J/A+A/664/A78/table2,323
Kepler-1157,J/A+A/664/A78/tablec2,355
Kepler-1157,J/A+A/664/A78/tablec3,356
Kepler-1157,J/AJ/163/179/table1,1158
Kepler-1158,VI/137/gum_mw,3777
Kepler-1158,J/ApJS/237/38/abund,807
Kepler-1158,J/ApJS/257/22/table1,21
Kepler-1158,J/A+A/594/A39/tablea3,1350
Kepler-1158,J/A+A/662/A66/table5,240
Kepler-1158,J/A+A/664/A78/table2,323
Kepler-1158,J/A+A/664/A78/tablec2,355
Kepler-1158,J/A+A/664/A78/tablec3,356
Kepler-1158,J/AJ/154/107/stars,922
Kepler-1158,J/AJ/161/68/table1,154
Kepler-1158,J/AJ/163/179/table1,1158
Kepler-1159,V/156/dr7smrs,532
Kepler-1159,VI/137/gum_mw,3777
Kepler-1159,J/A+A/594/A39/tablea3,1350
Kepler-1159,J/A+A/662/A66/table5,240
Kepler-1159,J/A+A/664/A78/table2,323
Kepler-1159,J/A+A/664/A78/tablec2,355
Kepler-1159,J/A+A/664/A78/tablec3,356
Kepler-116,VI/137/gum_mw,3777
Kepler-116,J/ApJS/237/38/abund,807
Kepler-116,J/A+A/594/A39/tablea3,1350
Kepler-116,J/AJ/154/107/stars,922
Kepler-116,J/AJ/161/68/table1,154
Kepler-116,J/AJ/163/179/table1,1158
Kepler-1160,VI/137/gum_mw,3777
Kepler-1160,J/A+A/594/A39/tablea3,1350
Kepler-1161,VI/137/gum_mw,3777
Kepler-1161,J/A+A/594/A39/tablea3,1350
Kepler-1161,J/A+A/662/A66/table5,240
Kepler-1161,J/AJ/163/179/table1,1158
Kepler-1162,VI/137/gum_mw,3777
Kepler-1162,J/A+A/594/A39/tablea3,1350
Kepler-1163,VI/137/gum_mw,3777
Kepler-1163,J/ApJS/237/38/abund,807
Kepler-1163,J/A+A/594/A39/tablea3,1350
Kepler-1163,J/AJ/154/107/stars,922
Kepler-1163,J/AJ/161/68/table1,154
Kepler-1163,J/AJ/163/179/table1,1158
Kepler-1164,VI/137/gum_mw,3777
Kepler-1164,J/ApJS/237/38/abund,807
Kepler-1164,J/AJ/154/107/stars,922
Kepler-1164,J/AJ/163/179/table1,1158
Kepler-1165,VI/137/gum_mw,3777
Kepler-1166,VI/137/gum_mw,3777
Kepler-1166,J/A+A/594/A39/tablea3,1350
Kepler-1167,VI/137/gum_mw,3777
Kepler-1167,J/A+A/594/A39/tablea3,1350
Kepler-1167,J/A+A/662/A66/table5,240
Kepler-1167,J/AJ/163/179/table1,1158
Kepler-1167,J/MNRAS/490/2112/table1,32
Kepler-1168,VI/137/gum_mw,3777
Kepler-1169,VI/137/gum_mw,3777
Kepler-1169,J/ApJS/237/38/abund,807
Kepler-1169,J/A+A/594/A39/tablea3,1350
Kepler-1169,J/A+A/636/A85/tablec1,136
Kepler-1169,J/A+A/664/A78/table2,323
Kepler-1169,J/A+A/664/A78/tablec2,355
Kepler-1169,J/A+A/664/A78/tablec3,356
Kepler-1169,J/AJ/154/107/stars,922
Kepler-1169,J/AJ/161/68/table1,154
Kepler-1169,J/AJ/163/179/table1,1158
Kepler-117,VI/137/gum_mw,3777
Kepler-117,J/ApJS/237/38/abund,807
Kepler-117,J/AJ/154/107/stars,922
Kepler-117,J/AJ/163/179/table1,1158
Kepler-1170,VI/137/gum_mw,3777
Kepler-1170,J/A+A/594/A39/tablea3,1350
Kepler-1171,VI/137/gum_mw,3777
Kepler-1171,J/A+A/594/A39/tablea3,1350
Kepler-1171,J/MNRAS/490/2112/table1,32
Kepler-1172,VI/137/gum_mw,3777
Kepler-1172,J/A+A/594/A39/tablea3,1350
Kepler-1172,J/AJ/148/61/table1,4
Kepler-1173,VI/137/gum_mw,3777
Kepler-1173,J/ApJS/237/38/abund,807
Kepler-1173,J/AJ/154/107/stars,922
Kepler-1173,J/AJ/163/179/table1,1158
Kepler-1174,VI/137/gum_mw,3777
Kepler-1175,VI/137/gum_mw,3777
Kepler-1176,VI/137/gum_mw,3777
Kepler-1176,J/A+A/594/A39/tablea3,1350
Kepler-1176,J/A+A/662/A66/table5,240
Kepler-1177,VI/137/gum_mw,3777
Kepler-1177,J/A+A/594/A39/tablea3,1350
Kepler-1178,VI/137/gum_mw,3777
Kepler-1178,J/A+A/594/A39/tablea3,1350
Kepler-1178,J/AJ/163/179/table1,1158
Kepler-1179,VI/137/gum_mw,3777
Kepler-1179,J/ApJS/237/38/abund,807
Kepler-1179,J/AJ/154/107/stars,922
Kepler-1179,J/AJ/163/179/table1,1158
Kepler-118,VI/137/gum_mw,3777
Kepler-1180,VI/137/gum_mw,3777
Kepler-1181,VI/137/gum_mw,3777
Kepler-1181,J/A+A/594/A39/tablea3,1350
Kepler-1182,VI/137/gum_mw,3777
Kepler-1182,J/A+A/594/A39/tablea3,1350
Kepler-1183,VI/137/gum_mw,3777
Kepler-1183,J/A+A/594/A39/tablea3,1350
Kepler-1183,J/A+A/662/A66/table5,240
Kepler-1184,V/156/dr7smrs,532
Kepler-1184,VI/137/gum_mw,3777
Kepler-1184,J/A+A/594/A39/tablea3,1350
Kepler-1184,J/A+A/664/A78/table2,323
Kepler-1184,J/A+A/664/A78/tablec2,355
Kepler-1184,J/A+A/664/A78/tablec3,356
Kepler-1185,VI/137/gum_mw,3777
Kepler-1185,J/ApJS/237/38/abund,807
Kepler-1185,J/A+A/594/A39/tablea3,1350
Kepler-1185,J/AJ/163/179/table1,1158
Kepler-1186,VI/137/gum_mw,3777
Kepler-1186,J/A+A/594/A39/tablea3,1350
Kepler-1187,VI/137/gum_mw,3777
Kepler-1188,VI/137/gum_mw,3777
Kepler-1188,J/A+A/594/A39/tablea3,1350
Kepler-1189,VI/137/gum_mw,3777
Kepler-1189,J/ApJS/257/22/table1,21
Kepler-1189,J/A+A/594/A39/tablea3,1350
Kepler-1189,J/A+A/662/A66/table5,240
Kepler-119,V/156/dr7smrs,532
Kepler-119,VI/137/gum_mw,3777
Kepler-1190,VI/137/gum_mw,3777
Kepler-1190,J/AJ/163/179/table1,1158
Kepler-1191,V/156/dr7smrs,532
Kepler-1191,VI/137/gum_mw,3777
Kepler-1191,J/A+A/664/A78/table2,323
Kepler-1191,J/A+A/664/A78/tablec2,355
Kepler-1191,J/A+A/664/A78/tablec3,356
Kepler-1192,V/156/dr7smrs,532
Kepler-1192,VI/137/gum_mw,3777
Kepler-1192,J/A+A/594/A39/tablea3,1350
Kepler-1192,J/A+A/664/A78/table2,323
Kepler-1192,J/A+A/664/A78/tablec2,355
Kepler-1192,J/A+A/664/A78/tablec3,356
Kepler-1193,VI/137/gum_mw,3777
Kepler-1193,J/ApJ/919/138/table1,542
Kepler-1193,J/ApJS/237/38/abund,807
Kepler-1193,J/A+A/594/A39/tablea3,1350
Kepler-1193,J/AJ/154/107/stars,922
Kepler-1193,J/AJ/163/179/table1,1158
Kepler-1194,VI/137/gum_mw,3777
Kepler-1194,J/ApJ/919/138/table1,542
Kepler-1194,J/ApJS/237/38/abund,807
Kepler-1194,J/AJ/154/107/stars,922
Kepler-1194,J/AJ/163/179/table1,1158
Kepler-1195,VI/137/gum_mw,3777
Kepler-1196,V/156/dr7smrs,532
Kepler-1196,VI/137/gum_mw,3777
Kepler-1196,J/A+A/594/A39/tablea3,1350
Kepler-1197,VI/137/gum_mw,3777
Kepler-1197,J/AJ/154/107/stars,922
Kepler-1197,J/AJ/163/179/table1,1158
Kepler-1198,VI/137/gum_mw,3777
Kepler-1198,J/A+A/594/A39/tablea3,1350
Kepler-1199,VI/137/gum_mw,3777
Kepler-1199,J/ApJS/237/38/abund,807
Kepler-1199,J/A+A/636/A85/tablec1,136
Kepler-1199,J/AJ/154/107/stars,922
Kepler-1199,J/AJ/163/179/table1,1158
Kepler-12,VI/137/gum_mw,3777
Kepler-12,J/ApJ/919/138/table1,542
Kepler-12,J/A+A/574/A39/table4,109
Kepler-12,J/A+A/594/A39/tablea3,1350
Kepler-12,J/AJ/154/107/stars,922
Kepler-12,J/AJ/163/179/table1,1158
Kepler-12,J/other/Nat/486.375/tables,142
Kepler-120,VI/137/gum_mw,3777
Kepler-120,J/A+A/594/A39/tablea3,1350
Kepler-120,J/AJ/163/179/table1,1158
Kepler-1200,V/156/dr7smrs,532
Kepler-1200,VI/137/gum_mw,3777
Kepler-1200,J/A+A/594/A39/tablea3,1350
Kepler-1200,J/AJ/163/179/table1,1158
Kepler-1201,VI/137/gum_mw,3777
Kepler-1202,V/156/dr7smrs,532
Kepler-1202,VI/137/gum_mw,3777
Kepler-1202,J/A+A/594/A39/tablea3,1350
Kepler-1202,J/A+A/664/A78/table2,323
Kepler-1202,J/A+A/664/A78/tablec2,355
Kepler-1202,J/A+A/664/A78/tablec3,356
Kepler-1202,J/MNRAS/423/122/table3,9
Kepler-1202,J/MNRAS/434/1422/table3,15
Kepler-1203,V/156/dr7smrs,532
Kepler-1203,VI/137/gum_mw,3777
Kepler-1203,J/A+A/594/A39/tablea3,1350
Kepler-1203,J/A+A/664/A78/table2,323
Kepler-1203,J/A+A/664/A78/tablec2,355
Kepler-1203,J/A+A/664/A78/tablec3,356
Kepler-1203,J/AJ/163/179/table1,1158
Kepler-1204,VI/137/gum_mw,3777
Kepler-1204,J/A+A/594/A39/tablea3,1350
Kepler-1205,V/156/dr7smrs,532
Kepler-1205,VI/137/gum_mw,3777
Kepler-1205,J/A+A/594/A39/tablea3,1350
Kepler-1205,J/A+A/664/A78/table2,323
Kepler-1205,J/A+A/664/A78/tablec2,355
Kepler-1205,J/A+A/664/A78/tablec3,356
Kepler-1206,VI/137/gum_mw,3777
Kepler-1206,J/ApJ/807/82/table1,99
Kepler-1206,J/A+A/594/A39/tablea3,1350
Kepler-1206,J/AJ/163/179/table1,1158
Kepler-1207,VI/137/gum_mw,3777
Kepler-1207,J/A+A/594/A39/tablea3,1350
Kepler-1207,J/MNRAS/490/2112/table1,32
Kepler-1208,VI/137/gum_mw,3777
Kepler-1208,J/A+A/594/A39/tablea3,1350
Kepler-1209,V/156/dr7smrs,532
Kepler-1209,VI/137/gum_mw,3777
Kepler-1209,J/ApJS/237/38/abund,807
Kepler-1209,J/A+A/594/A39/tablea3,1350
Kepler-1209,J/A+A/636/A85/tablec1,136
Kepler-1209,J/A+A/664/A78/table2,323
Kepler-1209,J/A+A/664/A78/tablec2,355
Kepler-1209,J/A+A/664/A78/tablec3,356
Kepler-1209,J/AJ/154/107/stars,922
Kepler-1209,J/AJ/161/68/table1,154
Kepler-1209,J/AJ/163/179/table1,1158
Kepler-1209,J/MNRAS/434/1422/table3,15
Kepler-121,VI/137/gum_mw,3777
Kepler-121,J/A+A/594/A39/tablea3,1350
Kepler-1210,V/156/dr7smrs,532
Kepler-1210,VI/137/gum_mw,3777
Kepler-1210,J/A+A/594/A39/tablea3,1350
Kepler-1210,J/A+A/664/A78/table2,323
Kepler-1210,J/A+A/664/A78/tablec2,355
Kepler-1210,J/A+A/664/A78/tablec3,356
Kepler-1211,V/156/dr7smrs,532
Kepler-1211,VI/137/gum_mw,3777
Kepler-1211,J/ApJ/807/82/table1,99
Kepler-1211,J/ApJ/919/138/table1,542
Kepler-1211,J/ApJS/237/38/abund,807
Kepler-1211,J/A+A/594/A39/tablea3,1350
Kepler-1211,J/A+A/664/A78/table2,323
Kepler-1211,J/A+A/664/A78/tablec2,355
Kepler-1211,J/A+A/664/A78/tablec3,356
Kepler-1211,J/AJ/154/107/stars,922
Kepler-1211,J/AJ/163/179/table1,1158
Kepler-1212,VI/137/gum_mw,3777
Kepler-1212,J/A+A/594/A39/tablea3,1350
Kepler-1213,VI/137/gum_mw,3777
Kepler-1213,J/ApJ/919/138/table1,542
Kepler-1213,J/ApJS/237/38/abund,807
Kepler-1213,J/A+A/594/A39/tablea3,1350
Kepler-1213,J/AJ/154/107/stars,922
Kepler-1213,J/AJ/161/68/table1,154
Kepler-1213,J/AJ/163/179/table1,1158
Kepler-1214,VI/137/gum_mw,3777
Kepler-1214,J/A+A/594/A39/tablea3,1350
Kepler-1215,VI/137/gum_mw,3777
Kepler-1215,J/A+A/664/A78/table2,323
Kepler-1215,J/A+A/664/A78/tablec2,355
Kepler-1215,J/A+A/664/A78/tablec3,356
Kepler-1216,VI/137/gum_mw,3777
Kepler-1217,VI/137/gum_mw,3777
Kepler-1217,J/A+A/594/A39/tablea3,1350
Kepler-1217,J/A+A/662/A66/table5,240
Kepler-1217,J/MNRAS/490/2112/table1,32
Kepler-1218,V/156/dr7smrs,532
Kepler-1218,VI/137/gum_mw,3777
Kepler-1218,J/ApJ/919/138/table1,542
Kepler-1218,J/ApJS/237/38/abund,807
Kepler-1218,J/A+A/594/A39/tablea3,1350
Kepler-1218,J/AJ/154/107/stars,922
Kepler-1218,J/AJ/163/179/table1,1158
Kepler-1219,V/156/dr7smrs,532
Kepler-1219,VI/137/gum_mw,3777
Kepler-1219,J/ApJS/237/38/abund,807
Kepler-1219,J/A+A/594/A39/tablea3,1350
Kepler-1219,J/A+A/662/A66/table5,240
Kepler-1219,J/A+A/664/A78/table2,323
Kepler-1219,J/A+A/664/A78/tablec2,355
Kepler-1219,J/A+A/664/A78/tablec3,356
Kepler-1219,J/AJ/154/107/stars,922
Kepler-1219,J/AJ/163/179/table1,1158
Kepler-122,VI/137/gum_mw,3777
Kepler-122,J/ApJ/919/138/table1,542
Kepler-122,J/ApJS/237/38/abund,807
Kepler-122,J/A+A/594/A39/tablea3,1350
Kepler-122,J/AJ/154/107/stars,922
Kepler-122,J/AJ/161/68/table1,154
Kepler-122,J/AJ/163/179/table1,1158
Kepler-1220,VI/137/gum_mw,3777
Kepler-1220,J/A+A/594/A39/tablea3,1350
Kepler-1221,VI/137/gum_mw,3777
Kepler-1222,VI/137/gum_mw,3777
Kepler-1222,J/ApJ/807/82/table1,99
Kepler-1222,J/ApJS/237/38/abund,807
Kepler-1222,J/A+A/594/A39/tablea3,1350
Kepler-1222,J/AJ/154/107/stars,922
Kepler-1222,J/AJ/163/179/table1,1158
Kepler-1223,V/156/dr7smrs,532
Kepler-1223,VI/137/gum_mw,3777
Kepler-1223,J/A+A/594/A39/tablea3,1350
Kepler-1223,J/A+A/664/A78/table2,323
Kepler-1223,J/A+A/664/A78/tablec2,355
Kepler-1223,J/A+A/664/A78/tablec3,356
Kepler-1223,J/AJ/163/179/table1,1158
Kepler-1224,VI/137/gum_mw,3777
Kepler-1224,J/ApJS/237/38/abund,807
Kepler-1224,J/A+A/594/A39/tablea3,1350
Kepler-1224,J/AJ/154/107/stars,922
Kepler-1224,J/AJ/161/68/table1,154
Kepler-1224,J/AJ/163/179/table1,1158
Kepler-1225,VI/137/gum_mw,3777
Kepler-1225,J/A+A/594/A39/tablea3,1350
Kepler-1226,VI/137/gum_mw,3777
Kepler-1226,J/ApJ/919/138/table1,542
Kepler-1226,J/ApJS/237/38/abund,807
Kepler-1226,J/AJ/154/107/stars,922
Kepler-1226,J/AJ/161/68/table1,154
Kepler-1226,J/AJ/163/179/table1,1158
Kepler-1227,VI/137/gum_mw,3777
Kepler-1227,J/ApJS/237/38/abund,807
Kepler-1227,J/A+A/594/A39/tablea3,1350
Kepler-1227,J/A+A/662/A66/table5,240
Kepler-1227,J/AJ/154/107/stars,922
Kepler-1227,J/AJ/163/179/table1,1158
Kepler-1228,VI/137/gum_mw,3777
Kepler-1228,J/A+A/594/A39/tablea3,1350
Kepler-1228,J/A+A/662/A66/table5,240
Kepler-1228,J/AJ/154/107/stars,922
Kepler-1228,J/AJ/163/179/table1,1158
Kepler-1228,J/MNRAS/490/2112/table1,32
Kepler-1229,V/156/dr7smrs,532
Kepler-1229,VI/137/gum_mw,3777
Kepler-1229,J/A+A/664/A78/table2,323
Kepler-1229,J/A+A/664/A78/tablec2,355
Kepler-1229,J/A+A/664/A78/tablec3,356
Kepler-123,VI/137/gum_mw,3777
Kepler-123,J/ApJS/237/38/abund,807
Kepler-123,J/A+A/594/A39/tablea3,1350
Kepler-123,J/A+A/662/A66/table5,240
Kepler-123,J/AJ/154/107/stars,922
Kepler-123,J/AJ/161/68/table1,154
Kepler-123,J/AJ/163/179/table1,1158
Kepler-1230,VI/137/gum_mw,3777
Kepler-1230,J/ApJ/807/82/table1,99
Kepler-1231,VI/137/gum_mw,3777
Kepler-1231,J/A+A/594/A39/tablea3,1350
Kepler-1232,V/156/dr7smrs,532
Kepler-1232,VI/137/gum_mw,3777
Kepler-1232,J/ApJ/807/82/table1,99
Kepler-1232,J/ApJS/237/38/abund,807
Kepler-1232,J/A+A/594/A39/tablea3,1350
Kepler-1232,J/A+A/664/A78/table2,323
Kepler-1232,J/A+A/664/A78/tablec2,355
Kepler-1232,J/A+A/664/A78/tablec3,356
Kepler-1232,J/AJ/154/107/stars,922
Kepler-1232,J/AJ/163/179/table1,1158
Kepler-1233,V/156/dr7smrs,532
Kepler-1233,VI/137/gum_mw,3777
Kepler-1233,J/A+A/594/A39/tablea3,1350
Kepler-1233,J/A+A/662/A66/table5,240
Kepler-1233,J/A+A/664/A78/tablec2,355
Kepler-1233,J/A+A/664/A78/tablec3,356
Kepler-1234,VI/137/gum_mw,3777
Kepler-1235,VI/137/gum_mw,3777
Kepler-1235,J/ApJ/807/82/table1,99
Kepler-1235,J/ApJS/237/38/abund,807
Kepler-1235,J/A+A/594/A39/tablea3,1350
Kepler-1235,J/AJ/154/107/stars,922
Kepler-1235,J/AJ/163/179/table1,1158
Kepler-1236,VI/137/gum_mw,3777
Kepler-1236,J/A+A/594/A39/tablea3,1350
Kepler-1236,J/A+A/662/A66/table5,240
Kepler-1237,VI/137/gum_mw,3777
Kepler-1237,J/A+A/594/A39/tablea3,1350
Kepler-1238,VI/137/gum_mw,3777
Kepler-1238,J/A+A/594/A39/tablea3,1350
Kepler-1238,J/A+A/662/A66/table5,240
Kepler-1239,V/156/dr7smrs,532
Kepler-1239,VI/137/gum_mw,3777
Kepler-1239,J/ApJS/237/38/abund,807
Kepler-1239,J/A+A/594/A39/tablea3,1350
Kepler-1239,J/A+A/664/A78/table2,323
Kepler-1239,J/A+A/664/A78/tablec2,355
Kepler-1239,J/A+A/664/A78/tablec3,356
Kepler-1239,J/AJ/154/107/stars,922
Kepler-1239,J/AJ/163/179/table1,1158
Kepler-124,V/156/dr7smrs,532
Kepler-124,VI/137/gum_mw,3777
Kepler-124,J/ApJS/237/38/abund,807
Kepler-124,J/A+A/594/A39/tablea3,1350
Kepler-124,J/A+A/662/A66/table5,240
Kepler-124,J/A+A/664/A78/tablec2,355
Kepler-124,J/A+A/664/A78/tablec3,356
Kepler-124,J/AJ/154/107/stars,922
Kepler-124,J/AJ/163/179/table1,1158
Kepler-124,J/MNRAS/490/2112/table1,32
Kepler-1240,VI/137/gum_mw,3777
Kepler-1240,J/ApJ/919/138/table1,542
Kepler-1240,J/ApJS/237/38/abund,807
Kepler-1240,J/A+A/594/A39/tablea3,1350
Kepler-1240,J/AJ/154/107/stars,922
Kepler-1240,J/AJ/163/179/table1,1158
Kepler-1241,VI/137/gum_mw,3777
Kepler-1241,J/ApJ/807/82/table1,99
Kepler-1242,V/156/dr7smrs,532
Kepler-1242,VI/137/gum_mw,3777
Kepler-1242,J/ApJ/807/82/table1,99
Kepler-1242,J/A+A/664/A78/table2,323
Kepler-1242,J/A+A/664/A78/tablec2,355
Kepler-1242,J/A+A/664/A78/tablec3,356
Kepler-1243,V/156/dr7smrs,532
Kepler-1243,VI/137/gum_mw,3777
Kepler-1243,J/A+A/594/A39/tablea3,1350
Kepler-1244,VI/137/gum_mw,3777
Kepler-1244,J/ApJS/237/38/abund,807
Kepler-1244,J/A+A/594/A39/tablea3,1350
Kepler-1245,VI/137/gum_mw,3777
Kepler-1245,J/A+A/594/A39/tablea3,1350
Kepler-1246,VI/137/gum_mw,3777
Kepler-1246,J/A+A/594/A39/tablea3,1350
Kepler-1246,J/AJ/163/179/table1,1158
Kepler-1247,V/156/dr7smrs,532
Kepler-1247,VI/137/gum_mw,3777
Kepler-1247,J/A+A/594/A39/tablea3,1350
Kepler-1247,J/A+A/662/A66/table5,240
Kepler-1247,J/A+A/664/A78/table2,323
Kepler-1247,J/A+A/664/A78/tablec2,355
Kepler-1247,J/A+A/664/A78/tablec3,356
Kepler-1247,J/MNRAS/490/2112/table1,32
Kepler-1248,VI/137/gum_mw,3777
Kepler-1248,J/ApJS/237/38/abund,807
Kepler-1248,J/A+A/594/A39/tablea3,1350
Kepler-1248,J/AJ/154/107/stars,922
Kepler-1248,J/AJ/163/179/table1,1158
Kepler-1249,VI/137/gum_mw,3777
Kepler-1249,J/A+A/594/A39/tablea3,1350
Kepler-125,VI/137/gum_mw,3777
Kepler-125,J/A+A/594/A39/tablea3,1350
Kepler-125,J/A+A/662/A66/table5,240
Kepler-125,J/AJ/163/179/table1,1158
Kepler-1250,VI/137/gum_mw,3777
Kepler-1250,J/A+A/594/A39/tablea3,1350
Kepler-1250,J/AJ/163/179/table1,1158
Kepler-1251,VI/137/gum_mw,3777
Kepler-1251,J/ApJS/237/38/abund,807
Kepler-1251,J/A+A/594/A39/tablea3,1350
Kepler-1251,J/AJ/154/107/stars,922
Kepler-1251,J/AJ/163/179/table1,1158
Kepler-1252,VI/137/gum_mw,3777
Kepler-1252,J/A+A/636/A85/tablec1,136
Kepler-1253,VI/137/gum_mw,3777
Kepler-1253,J/ApJS/237/38/abund,807
Kepler-1253,J/A+A/594/A39/tablea3,1350
Kepler-1253,J/AJ/154/107/stars,922
Kepler-1253,J/AJ/163/179/table1,1158
Kepler-1254,VI/137/gum_mw,3777
Kepler-1254,J/A+A/594/A39/tablea3,1350
Kepler-1254,J/AJ/163/179/table1,1158
Kepler-1255,VI/137/gum_mw,3777
Kepler-1255,J/A+A/594/A39/tablea3,1350
Kepler-1256,V/156/dr7smrs,532
Kepler-1256,VI/137/gum_mw,3777
Kepler-1256,J/ApJ/919/138/table1,542
Kepler-1256,J/ApJS/237/38/abund,807
Kepler-1256,J/A+A/594/A39/tablea3,1350
Kepler-1256,J/A+A/664/A78/table2,323
Kepler-1256,J/A+A/664/A78/tablec2,355
Kepler-1256,J/A+A/664/A78/tablec3,356
Kepler-1256,J/AJ/154/107/stars,922
Kepler-1256,J/AJ/163/179/table1,1158
Kepler-1257,V/156/dr7smrs,532
Kepler-1257,VI/137/gum_mw,3777
Kepler-1258,VI/137/gum_mw,3777
Kepler-1258,J/ApJS/237/38/abund,807
Kepler-1258,J/AJ/154/107/stars,922
Kepler-1258,J/AJ/163/179/table1,1158
Kepler-1259,VI/137/gum_mw,3777
Kepler-1259,J/ApJ/807/82/table1,99
Kepler-1259,J/A+A/594/A39/tablea3,1350
Kepler-1259,J/A+A/664/A78/tablec2,355
Kepler-1259,J/A+A/664/A78/tablec3,356
Kepler-126,V/156/dr7smrs,532
Kepler-126,VI/137/gum_mw,3777
Kepler-126,J/ApJ/767/127/hosts,65
Kepler-126,J/ApJS/237/38/abund,807
Kepler-126,J/A+A/594/A39/tablea3,1350
Kepler-126,J/A+A/636/A85/tablec1,136
Kepler-126,J/A+A/664/A78/table2,323
Kepler-126,J/A+A/664/A78/tablec2,355
Kepler-126,J/A+A/664/A78/tablec3,356
Kepler-126,J/AJ/154/107/stars,922
Kepler-126,J/AJ/161/68/table1,154
Kepler-126,J/AJ/163/179/table1,1158
Kepler-126,J/other/Nat/486.375/tables,142
Kepler-1260,VI/137/gum_mw,3777
Kepler-1261,VI/137/gum_mw,3777
Kepler-1261,J/AJ/163/179/table1,1158
Kepler-1262,VI/137/gum_mw,3777
Kepler-1262,J/A+A/594/A39/tablea3,1350
Kepler-1263,VI/137/gum_mw,3777
Kepler-1264,VI/137/gum_mw,3777
Kepler-1264,J/ApJ/919/138/table1,542
Kepler-1264,J/ApJS/237/38/abund,807
Kepler-1264,J/A+A/594/A39/tablea3,1350
Kepler-1264,J/AJ/154/107/stars,922
Kepler-1264,J/AJ/163/179/table1,1158
Kepler-1265,VI/137/gum_mw,3777
Kepler-1265,J/AJ/163/179/table1,1158
Kepler-1266,V/156/dr7smrs,532
Kepler-1266,VI/137/gum_mw,3777
Kepler-1266,J/A+A/664/A78/table2,323
Kepler-1266,J/A+A/664/A78/tablec2,355
Kepler-1266,J/A+A/664/A78/tablec3,356
Kepler-1266,J/AJ/154/107/stars,922
Kepler-1266,J/AJ/163/179/table1,1158
Kepler-1267,VI/137/gum_mw,3777
Kepler-1267,J/A+A/594/A39/tablea3,1350
Kepler-1268,V/156/dr7smrs,532
Kepler-1268,VI/137/gum_mw,3777
Kepler-1268,J/A+A/594/A39/tablea3,1350
Kepler-1268,J/A+A/664/A78/table2,323
Kepler-1268,J/A+A/664/A78/tablec2,355
Kepler-1268,J/A+A/664/A78/tablec3,356
Kepler-1269,VI/137/gum_mw,3777
Kepler-1269,J/ApJ/919/138/table1,542
Kepler-1269,J/ApJS/237/38/abund,807
Kepler-1269,J/AJ/154/107/stars,922
Kepler-1269,J/AJ/163/179/table1,1158
Kepler-127,VI/137/gum_mw,3777
Kepler-127,J/ApJ/767/127/hosts,65
Kepler-127,J/ApJS/237/38/abund,807
Kepler-127,J/A+A/594/A39/tablea3,1350
Kepler-127,J/A+A/636/A85/tablec1,136
Kepler-127,J/AJ/154/107/stars,922
Kepler-127,J/AJ/161/68/table1,154
Kepler-127,J/AJ/163/179/table1,1158
Kepler-127,J/other/Nat/486.375/tables,142
Kepler-1270,VI/137/gum_mw,3777
Kepler-1270,J/ApJS/237/38/abund,807
Kepler-1270,J/A+A/594/A39/tablea3,1350
Kepler-1270,J/AJ/154/107/stars,922
Kepler-1270,J/AJ/163/179/table1,1158
Kepler-1271,VI/137/gum_mw,3777
Kepler-1271,J/ApJS/237/38/abund,807
Kepler-1271,J/AJ/154/107/stars,922
Kepler-1271,J/AJ/161/68/table1,154
Kepler-1271,J/AJ/163/179/table1,1158
